ne\r
None\r
None\r
None\r
NonNone\r
None\r
None\r
None\r
None\r
None\r
None\r
None\r
None\r
None\r
None\r
None\r
None\r
None\r
None\r
None\r
None\r
None\r
None\r
None\r
None\r
None\r
None\r
None\r
None\r
None\r
None\r
None\r
None\r
None\r
x: 1.26 y: 2.20 z: -9.10\r
x: 2.35 y: 0.78 z: -9.89\r
x: 1.88 y: 1.73 z: -10.20\r
x: 1.26 y: 0.94 z: -9.42\r
x: 1.26 y: 1.41 z: -9.73\r
x: 1.41 y: 2.35 z: -9.73\r
x: 2.04 y: 1.10 z: -9.73\r
x: 0.16 y: 2.67 z: -9.42\r
x: 2.51 y: 1.10 z: -8.63\r
x: 0.94 y: 1.26 z: -9.10\r
x: 2.51 y: 1.41 z: -10.52\r
x: 3.45 y: -0.47 z: -9.42\r
x: 1.57 y: 1.26 z: -9.26\r
x: 1.73 y: 1.57 z: -9.57\r
x: 2.04 y: 0.78 z: -9.26\r
None\r
x: 1.57 y: 2.20 z: -9.42\r
x: 1.10 y: 2.20 z: -9.10\r
x: 0.31 y: 2.83 z: -9.10\r
x: 0.78 y: 2.51 z: -9.42\r
x: 0.00 y: 2.35 z: -9.42\r
x: 0.31 y: 2.04 z: -9.57\r
x: 0.16 y: 1.73 z: -9.57\r
x: 0.16 y: 1.73 z: -9.57\r
x: 0.16 y: 1.73 z: -9.57\r
x: 0.16 y: 1.73 z: -9.57\r
x: 0.16 y: 1.73 z: -9.57\r
x: 0.16 y: 1.73 z: -9.57\r
x: 0.16 y: 1.73 z: -9.57\r
x: 0.16 y: 1.73 z: -9.57\r
x: 0.00 y: 1.73 z: -9.73\r
x: 0.16 y: 1.73 z: -9.57\r
x: 0.00 y: 1.73 z: -9.57\r
x: 0.16 y: 1.73 z: -9.57\r
x: 0.16 y: 1.73 z: -9.57\r
x: 0.16 y: 1.73 z: -9.57\r
x: 0.16 y: 1.73 z: -9.57\r
x: 0.16 y: 1.73 z: -9.57\r
x: 0.00 y: 1.73 z: -9.57\r
x: 0.16 y: 1.73 z: -9.57\r
x: 0.16 y: 1.73 z: -9.73\r
x: 0.00 y: 1.73 z: -9.57\r
x: 0.16 y: 1.73 z: -9.57\r
x: 0.00 y: 1.73 z: -9.57\r
x: 0.16 y: 1.73 z: -9.57\r
None\r
x: 0.16 y: 1.73 z: -9.57\r
x: 0.00 y: 1.73 z: -9.73\r
x: 0.16 y: 1.73 z: -9.57\r
x: 0.16 y: 1.73 z: -9.57\r
x: 0.00 y: 1.73 z: -9.57\r
x: 0.16 y: 1.73 z: -9.57\r
x: 0.00 y: 1.73 z: -9.57\r
x: 0.16 y: 1.73 z: -9.57\r
x: 0.16 y: 1.73 z: -9.57\r
None\r
x: 0.16 y: 1.73 z: -9.57\r
x: -0.63 y: 4.24 z: -5.81\r
x: -0.47 y: 1.10 z: -10.99\r
x: -3.92 y: 0.63 z: -10.67\r
x: 7.85 y: 4.24 z: 11.30\r
x: -0.31 y: -0.63 z: -20.09\r
x: 8.48 y: 1.26 z: -5.18\r
x: 6.28 y: 0.78 z: 6.91\r
x: -1.73 y: 1.57 z: -12.87\r
x: -2.83 y: -5.02 z: -11.62\r
x: 6.75 y: 6.75 z: 7.53\r
x: 2.04 y: 0.78 z: -7.22\r
None\r
x: -0.63 y: 0.31 z: -11.30\r
x: 0.16 y: 0.94 z: -9.73\r
x: 0.31 y: 0.31 z: -10.99\r
x: -0.31 y: 2.35 z: -9.73\r
x: 0.00 y: 2.51 z: -9.89\r
x: 0.16 y: 0.63 z: -9.42\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.16 y: 0.47 z: -9.73\r
x: 0.78 y: 2.51 z: -9.73\r
x: 0.16 y: 0.31 z: -9.73\r
None\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.16 y: 0.31 z: -9.89\r
x: 0.31 y: 0.47 z: -9.73\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.31 y: 0.31 z: -9.73\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.31 y: 0.31 z: -9.89\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.16 y: 0.47 z: -9.73\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.16 y: 0.47 z: -9.73\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.31 y: 0.31 z: -9.73\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.31 y: 0.31 z: -9.73\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.16 y: 0.47 z: -9.73\r
x: 0.16 y: 0.47 z: -9.73\r
x: 0.16 y: 0.47 z: -9.73\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.31 y: 0.31 z: -9.73\r
x: 0.16 y: 0.47 z: -9.73\r
x: 0.31 y: 0.31 z: -9.73\r
x: 0.31 y: 0.31 z: -9.73\r
x: 0.31 y: 0.16 z: -9.73\r
x: 0.16 y: 0.16 z: -9.73\r
x: 0.16 y: 0.00 z: -9.73\r
x: 0.16 y: 0.00 z: -9.73\r
x: 0.16 y: 0.00 z: -9.73\r
None\r
x: 0.16 y: -0.16 z: -9.73\r
x: 0.16 y: -0.31 z: -9.73\r
x: 0.16 y: -0.31 z: -9.73\r
x: 0.16 y: -0.16 z: -9.73\r
x: 0.16 y: -0.16 z: -9.73\r
x: 0.16 y: -0.16 z: -9.89\r
x: 0.16 y: -0.31 z: -9.73\r
x: 0.16 y: -0.47 z: -9.73\r
x: 0.16 y: -0.63 z: -9.73\r
x: 0.16 y: -0.78 z: -9.73\r
x: 0.16 y: -0.78 z: -9.73\r
x: 0.16 y: -0.78 z: -9.73\r
x: 0.16 y: -0.78 z: -9.73\r
x: 0.16 y: -0.78 z: -9.73\r
x: 0.16 y: -1.26 z: -9.57\r
x: 0.16 y: -1.41 z: -9.73\r
x: 0.16 y: -1.73 z: -9.57\r
x: 0.16 y: -1.88 z: -9.57\r
x: 0.16 y: -2.20 z: -9.42\r
x: 0.16 y: -2.51 z: -9.42\r
x: 0.16 y: -2.51 z: -9.42\r
x: 0.16 y: -2.83 z: -9.26\r
x: 0.16 y: -3.14 z: -9.10\r
x: 0.00 y: -3.61 z: -9.10\r
x: 0.00 y: -4.08 z: -8.95\r
x: 0.00 y: -4.08 z: -8.95\r
x: 0.00 y: -4.24 z: -8.79\r
x: 0.16 y: -4.55 z: -8.63\r
x: 0.00 y: -4.55 z: -8.63\r
x: 0.00 y: -4.71 z: -8.63\r
x: 0.00 y: -5.34 z: -8.63\r
x: 0.00 y: -4.71 z: -8.63\r
x: 0.00 y: -3.92 z: -8.95\r
x: 0.47 y: -2.83 z: -9.26\r
x: 0.16 y: 0.00 z: -9.73\r
x: 0.31 y: 0.31 z: -9.73\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.16 y: 0.31 z: -9.89\r
x: 0.16 y: 0.31 z: -9.42\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.00 y: 0.16 z: -9.73\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.31 y: 0.31 z: -9.73\r
x: 0.00 y: 0.78 z: -10.05\r
x: 0.31 y: 1.26 z: -9.57\r
x: 0.16 y: 1.41 z: -9.89\r
x: 0.16 y: 1.26 z: -9.57\r
x: 0.16 y: 0.47 z: -9.89\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.16 y: 1.10 z: -9.57\r
x: 0.16 y: 1.88 z: -9.42\r
x: 0.16 y: 1.41 z: -9.73\r
x: 0.16 y: 0.31 z: -9.89\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.00 y: 0.47 z: -9.73\r
x: 0.16 y: 0.47 z: -9.73\r
x: 0.16 y: 0.63 z: -9.73\r
x: 0.16 y: 0.16 z: -9.73\r
x: 0.31 y: 0.31 z: -9.73\r
x: 0.16 y: 0.16 z: -9.73\r
x: 0.16 y: 0.16 z: -9.73\r
x: 0.16 y: 0.00 z: -9.73\r
x: 0.16 y: 0.16 z: -9.73\r
x: 0.31 y: 0.16 z: -9.73\r
x: 0.16 y: 0.16 z: -9.73\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.16 y: -0.31 z: -9.73\r
x: 0.16 y: -1.10 z: -9.57\r
x: 0.16 y: -1.26 z: -9.57\r
x: 0.16 y: -0.47 z: -10.05\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.16 y: 0.16 z: -9.42\r
x: 0.16 y: -0.94 z: -9.57\r
x: 0.16 y: -1.57 z: -9.73\r
x: 0.16 y: -0.94 z: -9.73\r
x: 0.16 y: 0.16 z: -9.73\r
x: 0.31 y: 0.31 z: -9.73\r
x: 0.31 y: 0.31 z: -9.73\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.16 y: 0.16 z: -9.73\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.16 y: 0.16 z: -9.73\r
x: 0.16 y: 0.16 z: -9.73\r
x: 0.31 y: 0.16 z: -9.73\r
x: 0.16 y: 0.16 z: -9.73\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.16 y: 0.31 z: -9.73\r
x: 0.16 y: 0.16 z: -9.73\r
